application_id,customer_id,application_date,loan_amount,annual_income,debt_to_income_ratio,monthly_debt,credit_score,num_credit_inquiries,num_late_payments_30d,num_late_payments_60d,num_late_payments_90d,credit_line_age,loan_term,interest_rate,employment_status,loan_purpose,home_ownership,application_type,default_flag
APP-000315,CUST-000315,2024-11-23 15:34:02.322306,16818.27,136678.87,0.51,3840.52,763.82,1,2,3,0,31,56,13.31,Unemployed,Other,Other,Individual,1
APP-000316,CUST-000316,2024-06-16 15:34:02.322319,3851.04,94277.72,0.59,2738.94,348.22,9,5,2,1,155,32,6.12,Unemployed,Home improvement,Other,Joint,1
APP-000317,CUST-000317,2025-01-23 15:34:02.322406,44299.52,50253.81,0.25,1129.07,365.01,7,5,0,2,217,25,12.59,Retired,Education,Own,Joint,1
APP-000318,CUST-000318,2024-06-03 15:34:02.322433,11404.56,103280.38,0.45,1421.2,337.31,4,4,2,0,29,55,7.0,Retired,Other,Own,Individual,1
APP-000319,CUST-000319,2024-11-03 15:34:02.322454,46191.71,82284.08,0.34,370.68,374.66,2,5,3,2,229,33,8.55,Retired,Debt consolidation,Rent,Joint,1
APP-000320,CUST-000320,2025-04-16 15:34:02.322503,11204.86,109114.13,0.5,4462.54,494.48,2,2,0,1,96,52,9.41,Self-employed,Other,Other,Individual,1
APP-000321,CUST-000321,2024-11-19 15:34:02.322525,35558.04,60884.92,0.12,2186.57,573.38,3,2,3,1,55,45,6.63,Employed,Business,Own,Individual,1
APP-000322,CUST-000322,2024-09-10 15:34:02.322543,25793.74,123873.29,0.55,939.57,487.06,7,5,2,1,36,18,12.87,Self-employed,Home improvement,Own,Joint,1
APP-000323,CUST-000323,2024-08-01 15:34:02.322562,6675.96,60427.57,0.12,4271.0,779.53,5,3,0,0,133,54,11.95,Employed,Other,Rent,Individual,1
APP-000324,CUST-000324,2025-01-17 15:34:02.322583,15041.8,89195.85,0.49,3421.4,449.96,2,2,0,0,159,47,9.17,Self-employed,Other,Rent,Joint,1
APP-000325,CUST-000325,2024-04-30 15:34:02.322596,40396.14,94630.78,0.19,1694.61,790.73,8,3,0,0,7,42,13.84,Employed,Debt consolidation,Other,Individual,1
APP-000326,CUST-000326,2024-10-07 15:34:02.322608,9770.17,97495.78,0.4,4213.64,684.65,9,2,2,1,209,24,11.55,Employed,Education,Mortgage,Individual,1
APP-000327,CUST-000327,2024-05-03 15:34:02.322621,23945.52,79225.94,0.44,3609.04,555.97,3,1,1,2,66,35,7.7,Unemployed,Business,Other,Joint,1
APP-000328,CUST-000328,2024-08-25 15:34:02.322639,6531.47,82224.77,0.52,1554.84,491.74,9,1,0,1,209,57,12.56,Unemployed,Other,Own,Joint,1
APP-000329,CUST-000329,2024-10-02 15:34:02.322660,29936.26,51014.79,0.22,963.3,565.31,1,2,1,2,151,39,12.41,Retired,Other,Rent,Individual,1
APP-000330,CUST-000330,2024-05-18 15:34:02.322673,4816.83,141012.22,0.39,2535.83,625.69,7,2,0,1,45,31,14.47,Employed,Other,Own,Joint,1
APP-000331,CUST-000331,2024-05-30 15:34:02.322692,33348.07,31769.29,0.51,4458.86,796.79,10,0,1,2,38,40,9.38,Retired,Other,Other,Individual,1
APP-000332,CUST-000332,2024-11-14 15:34:02.322712,15687.03,123265.07,0.44,4608.81,815.17,5,0,0,2,130,37,13.17,Unemployed,Debt consolidation,Rent,Individual,1
APP-000333,CUST-000333,2024-07-13 15:34:02.322755,41216.91,66701.8,0.53,4355.26,429.38,9,3,2,2,97,37,7.58,Self-employed,Home improvement,Other,Individual,1
APP-000334,CUST-000334,2024-10-11 15:34:02.322775,42323.06,66837.43,0.31,1584.66,780.0,2,1,0,0,165,13,4.73,Retired,Education,Mortgage,Individual,1
APP-000335,CUST-000335,2024-09-25 15:34:02.322788,43147.49,136165.72,0.45,4665.49,642.79,7,4,3,2,209,40,7.62,Self-employed,Home improvement,Other,Individual,1
APP-000336,CUST-000336,2024-12-25 15:34:02.322804,35894.37,55002.56,0.56,2966.49,318.4,0,4,3,2,94,19,9.96,Employed,Home improvement,Rent,Joint,1
APP-000337,CUST-000337,2024-08-01 15:34:02.322827,44605.86,31498.03,0.34,3760.09,828.23,1,5,2,2,13,33,9.42,Employed,Education,Other,Joint,1
APP-000338,CUST-000338,2024-11-07 15:34:02.322850,21629.79,144875.57,0.5,1588.2,319.43,9,5,2,2,200,48,6.13,Retired,Other,Mortgage,Individual,1
APP-000339,CUST-000339,2024-11-27 15:34:02.322862,40635.89,101161.21,0.24,596.05,578.08,4,2,1,2,71,29,13.29,Employed,Debt consolidation,Mortgage,Individual,1
APP-000340,CUST-000340,2024-10-18 15:34:02.322875,40584.19,53962.84,0.45,2527.61,739.65,0,2,0,0,152,21,13.05,Retired,Education,Mortgage,Joint,0
APP-000341,CUST-000341,2025-01-30 15:34:02.322894,11331.98,115466.94,0.27,3282.85,715.52,1,0,1,1,102,42,6.62,Self-employed,Education,Other,Joint,1
APP-000342,CUST-000342,2024-07-28 15:34:02.322914,43643.61,21542.2,0.56,2354.34,673.17,8,5,0,0,234,46,10.65,Retired,Other,Rent,Joint,1
APP-000343,CUST-000343,2025-03-06 15:34:02.322927,13511.85,95942.99,0.33,3441.4,432.99,10,4,1,2,86,55,11.28,Self-employed,Business,Own,Individual,1
APP-000344,CUST-000344,2025-04-19 15:34:02.322945,21151.19,88284.35,0.44,1887.28,698.89,4,1,0,0,158,17,3.68,Self-employed,Other,Own,Individual,1
APP-000345,CUST-000345,2024-06-20 15:34:02.322965,7365.46,105331.3,0.55,2917.13,831.94,1,5,1,1,75,41,10.93,Employed,Education,Rent,Joint,1
APP-000346,CUST-000346,2024-05-19 15:34:02.322982,38724.14,62042.54,0.18,555.19,727.41,6,3,2,0,66,28,5.14,Employed,Education,Mortgage,Joint,1
APP-000347,CUST-000347,2024-08-17 15:34:02.323002,6313.09,90282.18,0.32,3147.04,358.44,7,5,2,0,8,16,3.84,Unemployed,Education,Own,Joint,1
APP-000348,CUST-000348,2024-06-02 15:34:02.323016,1042.51,24918.63,0.3,927.72,481.41,6,4,0,2,181,43,8.74,Retired,Debt consolidation,Mortgage,Individual,1
APP-000349,CUST-000349,2024-05-08 15:34:02.323037,41080.86,82668.62,0.38,4688.2,497.41,10,2,3,0,161,53,4.09,Unemployed,Debt consolidation,Other,Joint,1
APP-000350,CUST-000350,2025-01-25 15:34:02.323054,28169.3,145776.68,0.43,1634.58,514.56,1,5,2,1,21,52,8.26,Self-employed,Home improvement,Own,Individual,1
APP-000351,CUST-000351,2024-06-26 15:34:02.323077,12685.77,70539.78,0.5,3288.36,574.83,7,0,0,1,14,33,12.45,Employed,Education,Own,Individual,0
APP-000352,CUST-000352,2024-05-19 15:34:02.323096,26632.86,142211.67,0.54,2775.49,707.58,3,0,0,2,36,43,10.85,Retired,Other,Own,Individual,1
APP-000353,CUST-000353,2025-02-18 15:34:02.323109,1703.9,102245.99,0.55,4139.55,353.51,9,1,0,0,29,43,10.14,Self-employed,Debt consolidation,Mortgage,Joint,1
APP-000354,CUST-000354,2024-05-13 15:34:02.323130,20698.42,35704.32,0.44,2820.25,476.87,3,0,1,1,16,19,6.29,Retired,Home improvement,Rent,Individual,1
APP-000355,CUST-000355,2024-07-02 15:34:02.323149,2994.25,32995.82,0.52,3139.72,727.71,0,3,0,0,1,23,14.11,Unemployed,Education,Other,Individual,1
APP-000356,CUST-000356,2024-06-02 15:34:02.323165,14276.54,78554.49,0.22,1037.83,680.42,9,1,3,2,22,52,12.92,Unemployed,Business,Other,Individual,1
APP-000357,CUST-000357,2025-01-17 15:34:02.323186,6757.88,88925.87,0.15,1937.13,718.62,8,4,1,1,197,52,10.91,Unemployed,Debt consolidation,Mortgage,Individual,0
APP-000358,CUST-000358,2024-05-10 15:34:02.323224,42345.3,138492.97,0.35,966.85,807.47,0,5,2,1,53,39,6.02,Retired,Debt consolidation,Own,Individual,1
APP-000359,CUST-000359,2025-01-25 15:34:02.323241,8744.23,23778.48,0.36,540.13,429.41,7,4,2,1,50,59,11.12,Unemployed,Home improvement,Own,Joint,1
APP-000360,CUST-000360,2024-12-25 15:34:02.323258,37149.65,133085.22,0.29,1259.18,559.04,7,0,3,0,55,51,8.46,Retired,Business,Mortgage,Joint,1
APP-000361,CUST-000361,2024-06-06 15:34:02.323278,18570.92,55060.29,0.27,354.05,612.77,4,1,0,1,117,38,5.05,Unemployed,Home improvement,Rent,Individual,0
APP-000362,CUST-000362,2024-06-03 15:34:02.323294,47685.25,137725.15,0.39,2853.23,426.34,6,4,3,0,151,42,13.04,Unemployed,Debt consolidation,Other,Individual,1
APP-000363,CUST-000363,2024-09-15 15:34:02.323306,29393.88,135936.94,0.4,915.05,615.54,0,3,0,0,120,58,12.22,Employed,Education,Other,Joint,0
APP-000364,CUST-000364,2024-05-04 15:34:02.323335,41243.27,78817.38,0.22,2880.74,306.83,6,1,1,1,75,27,10.77,Employed,Debt consolidation,Other,Joint,1
APP-000365,CUST-000365,2024-09-02 15:34:02.323352,43038.18,117147.27,0.11,2383.24,724.51,6,1,2,2,118,57,10.6,Employed,Education,Rent,Individual,1
APP-000366,CUST-000366,2024-12-08 15:34:02.323370,35204.69,99625.16,0.39,1194.3,676.57,9,2,0,2,232,55,7.37,Employed,Debt consolidation,Other,Joint,1
APP-000367,CUST-000367,2025-04-05 15:34:02.323386,18912.99,42784.76,0.38,521.63,690.14,3,1,2,0,138,19,10.79,Self-employed,Home improvement,Rent,Joint,0
APP-000368,CUST-000368,2024-08-11 15:34:02.323407,34331.11,56028.89,0.13,1857.09,567.42,8,0,3,2,136,55,12.9,Unemployed,Education,Rent,Individual,1
APP-000369,CUST-000369,2024-09-03 15:34:02.323420,5278.13,70788.73,0.19,4799.63,342.32,2,2,0,2,37,43,4.81,Self-employed,Other,Own,Joint,1
APP-000370,CUST-000370,2024-05-11 15:34:02.323439,27530.31,37163.56,0.27,2330.53,654.58,4,1,0,0,223,26,13.02,Unemployed,Education,Rent,Joint,1
APP-000371,CUST-000371,2024-05-20 15:34:02.323459,35146.32,129448.02,0.32,1659.6,372.57,4,1,2,0,123,35,14.65,Employed,Home improvement,Rent,Joint,1
APP-000372,CUST-000372,2025-01-30 15:34:02.323471,31312.88,40902.68,0.37,1074.95,396.45,10,1,1,0,29,14,14.93,Self-employed,Education,Rent,Joint,1
APP-000373,CUST-000373,2024-07-12 15:34:02.323490,35649.58,106521.93,0.59,910.13,546.64,2,4,2,0,235,13,7.85,Retired,Home improvement,Other,Joint,1
APP-000374,CUST-000374,2024-07-20 15:34:02.323512,48804.45,63066.48,0.45,2474.77,459.4,9,5,1,2,186,40,7.06,Employed,Education,Own,Individual,1
APP-000375,CUST-000375,2025-02-25 15:34:02.323531,16096.03,72211.89,0.52,2340.67,350.86,0,4,1,2,134,26,12.38,Unemployed,Home improvement,Own,Individual,1
APP-000376,CUST-000376,2024-09-09 15:34:02.323552,34176.11,144491.08,0.59,2093.23,569.76,9,4,0,2,92,37,4.78,Retired,Business,Other,Joint,1
APP-000377,CUST-000377,2024-10-31 15:34:02.323574,18216.4,147078.07,0.54,620.47,700.32,7,5,3,1,73,22,12.67,Retired,Education,Mortgage,Individual,1
APP-000378,CUST-000378,2024-11-21 15:34:02.323591,24256.04,132778.36,0.59,517.36,828.05,6,0,0,1,163,29,7.97,Retired,Other,Mortgage,Individual,1
APP-000379,CUST-000379,2024-10-12 15:34:02.323613,15183.7,83776.13,0.51,1649.57,621.86,7,4,3,0,6,12,4.85,Unemployed,Education,Own,Joint,1
APP-000380,CUST-000380,2024-08-17 15:34:02.323626,45432.87,103822.16,0.11,3870.65,571.18,1,4,2,2,123,48,8.23,Unemployed,Education,Own,Joint,1
APP-000381,CUST-000381,2024-07-05 15:34:02.323638,1859.71,53739.83,0.39,901.46,553.57,2,2,1,0,69,35,8.03,Unemployed,Debt consolidation,Rent,Joint,1
APP-000382,CUST-000382,2025-03-17 15:34:02.323660,26179.46,119637.52,0.19,653.64,713.95,8,2,2,2,204,31,6.26,Unemployed,Debt consolidation,Rent,Individual,1
APP-000383,CUST-000383,2024-08-03 15:34:02.323677,14789.47,121245.02,0.31,4620.36,389.67,3,1,1,0,203,47,10.36,Employed,Education,Other,Individual,1
APP-000384,CUST-000384,2025-02-17 15:34:02.323698,46247.08,82337.37,0.26,1940.33,749.37,9,4,2,0,181,31,3.35,Employed,Home improvement,Mortgage,Individual,1
APP-000385,CUST-000385,2024-11-19 15:34:02.323716,7141.86,36928.37,0.14,3515.93,731.22,1,0,3,1,10,24,4.29,Employed,Education,Own,Joint,1
APP-000386,CUST-000386,2024-11-22 15:34:02.323739,33711.73,118091.54,0.49,4616.47,412.97,3,1,2,0,23,21,13.15,Unemployed,Other,Rent,Joint,1
APP-000387,CUST-000387,2024-08-12 15:34:02.323752,39259.3,99684.34,0.35,528.02,750.77,0,4,1,2,49,30,5.06,Employed,Debt consolidation,Mortgage,Joint,1
APP-000388,CUST-000388,2024-06-28 15:34:02.323771,10071.16,107558.34,0.15,4206.76,839.72,6,1,1,1,28,60,14.82,Employed,Education,Own,Individual,1
APP-000389,CUST-000389,2024-10-23 15:34:02.323790,35531.81,92427.18,0.12,1774.95,363.65,4,3,2,2,215,40,5.71,Retired,Business,Other,Individual,1
APP-000390,CUST-000390,2024-08-25 15:34:02.323804,47015.02,67767.38,0.11,3435.96,669.65,6,3,0,0,36,37,7.81,Employed,Home improvement,Own,Joint,0
APP-000391,CUST-000391,2024-11-03 15:34:02.323826,10812.91,129723.84,0.3,1317.77,533.59,7,2,2,2,102,34,8.71,Retired,Education,Rent,Individual,1
APP-000392,CUST-000392,2025-03-01 15:34:02.323843,6987.31,83614.38,0.22,4723.53,316.35,0,0,3,2,6,23,7.59,Unemployed,Home improvement,Rent,Individual,1
APP-000393,CUST-000393,2024-05-22 15:34:02.323857,37828.88,119784.37,0.5,1169.27,664.15,7,4,2,2,87,46,9.56,Employed,Education,Own,Joint,1
APP-000394,CUST-000394,2024-10-15 15:34:02.323879,22685.25,24677.55,0.19,3365.17,728.66,2,3,3,0,79,57,7.67,Employed,Other,Other,Joint,1
APP-000395,CUST-000395,2025-02-04 15:34:02.323895,25827.57,70880.03,0.35,4860.18,639.32,5,2,2,0,7,49,3.54,Unemployed,Business,Own,Joint,1
APP-000396,CUST-000396,2024-09-18 15:34:02.323914,17912.01,66457.59,0.28,3373.95,436.19,10,2,0,2,16,31,4.37,Self-employed,Debt consolidation,Rent,Individual,1
APP-000397,CUST-000397,2024-09-21 15:34:02.323934,28834.42,137183.28,0.23,3540.6,623.39,5,3,3,1,146,18,12.7,Employed,Home improvement,Rent,Joint,1
APP-000398,CUST-000398,2024-05-19 15:34:02.323949,17637.43,99927.62,0.28,2292.76,573.32,1,4,1,1,67,15,6.57,Retired,Home improvement,Own,Individual,1
APP-000399,CUST-000399,2024-12-07 15:34:02.323964,4296.22,124154.14,0.34,1206.75,737.61,10,2,2,1,169,46,6.76,Retired,Education,Rent,Joint,1
APP-000400,CUST-000400,2024-07-19 15:34:02.323984,9849.44,22418.43,0.45,4341.01,617.26,3,5,3,1,239,52,9.39,Retired,Other,Own,Individual,1
APP-000401,CUST-000401,2025-02-09 15:34:02.323999,12778.32,117036.36,0.48,4251.79,525.64,1,5,1,1,68,30,10.75,Unemployed,Other,Mortgage,Joint,1
APP-000402,CUST-000402,2025-02-08 15:34:02.324014,10403.88,51926.26,0.51,2427.97,607.9,6,3,0,0,40,29,4.64,Unemployed,Business,Mortgage,Individual,0
APP-000403,CUST-000403,2024-08-20 15:34:02.324034,39329.45,27192.55,0.55,1706.74,463.89,1,3,2,2,168,17,7.76,Self-employed,Home improvement,Own,Individual,1
APP-000404,CUST-000404,2024-07-02 15:34:02.324052,47534.05,141102.23,0.23,4445.91,430.94,1,2,2,2,188,36,12.67,Self-employed,Education,Mortgage,Individual,1
APP-000405,CUST-000405,2025-01-06 15:34:02.324078,48526.25,77131.8,0.23,3029.51,569.7,5,5,0,1,139,39,8.7,Self-employed,Business,Mortgage,Joint,1
APP-000406,CUST-000406,2024-10-19 15:34:02.324090,41246.9,22739.65,0.58,3107.91,762.81,10,0,1,1,141,36,6.71,Unemployed,Debt consolidation,Mortgage,Joint,1
APP-000407,CUST-000407,2024-10-06 15:34:02.324110,46447.86,139330.47,0.25,4694.35,716.17,4,1,1,1,161,32,13.55,Retired,Debt consolidation,Rent,Individual,0
APP-000408,CUST-000408,2024-08-17 15:34:02.324128,24083.47,73684.97,0.52,3643.45,782.22,1,1,2,2,16,34,8.05,Unemployed,Education,Own,Individual,1
APP-000409,CUST-000409,2025-01-21 15:34:02.324140,31877.66,122832.51,0.17,2123.18,645.56,5,4,0,0,40,27,9.2,Self-employed,Other,Other,Joint,1
APP-000410,CUST-000410,2025-02-16 15:34:02.324161,13773.31,109370.69,0.51,4037.74,409.27,6,2,1,1,224,36,14.34,Self-employed,Debt consolidation,Own,Individual,1
APP-000411,CUST-000411,2024-09-01 15:34:02.324178,10715.04,111163.95,0.18,2124.97,535.9,4,1,0,1,43,48,4.41,Retired,Education,Other,Individual,1
APP-000412,CUST-000412,2025-01-11 15:34:02.324191,10336.66,132051.77,0.49,1582.22,571.79,2,3,1,2,55,30,11.72,Self-employed,Education,Mortgage,Joint,1
APP-000413,CUST-000413,2025-04-11 15:34:02.324210,15219.46,54033.93,0.41,4555.18,503.3,10,5,3,0,2,42,4.6,Unemployed,Education,Mortgage,Joint,1
APP-000414,CUST-000414,2024-06-24 15:34:02.324231,13555.05,32386.32,0.13,1797.74,429.16,5,4,0,0,64,44,10.44,Unemployed,Education,Rent,Individual,0
APP-000415,CUST-000415,2024-07-13 15:34:02.324253,3015.12,43318.39,0.18,2565.63,486.55,7,1,0,1,181,45,8.2,Unemployed,Debt consolidation,Rent,Individual,0
APP-000416,CUST-000416,2024-08-13 15:34:02.324268,43712.3,128524.52,0.47,4645.94,455.61,4,4,2,2,80,39,13.71,Unemployed,Education,Mortgage,Joint,1
APP-000417,CUST-000417,2025-02-08 15:34:02.324288,3673.79,43808.37,0.34,985.06,556.92,1,3,0,1,91,57,9.73,Retired,Education,Own,Individual,1
APP-000418,CUST-000418,2025-03-09 15:34:02.324305,10982.95,56935.14,0.52,3799.7,752.41,9,5,1,2,1,45,12.2,Self-employed,Education,Own,Individual,1
APP-000419,CUST-000419,2024-05-14 15:34:02.324334,5620.96,62725.51,0.24,4910.41,367.1,5,4,0,1,39,13,3.97,Retired,Education,Rent,Individual,1
APP-000420,CUST-000420,2025-04-03 15:34:02.324353,33152.47,143616.48,0.26,3711.42,703.88,9,1,1,0,205,53,6.4,Employed,Debt consolidation,Other,Individual,1
APP-000421,CUST-000421,2025-01-24 15:34:02.324370,12763.93,120214.07,0.3,298.46,414.52,6,3,2,2,192,53,4.85,Unemployed,Education,Other,Joint,1
APP-000422,CUST-000422,2024-06-21 15:34:02.324392,7433.05,106517.64,0.52,2660.74,569.29,6,3,2,2,153,39,4.08,Retired,Business,Mortgage,Joint,1
APP-000423,CUST-000423,2025-03-09 15:34:02.324408,2981.47,64426.83,0.33,1276.31,677.43,2,3,0,1,119,39,3.95,Retired,Business,Mortgage,Individual,1
APP-000424,CUST-000424,2024-11-23 15:34:02.324431,42235.36,88001.97,0.25,429.1,342.09,0,4,0,2,108,38,4.13,Unemployed,Business,Rent,Individual,1
APP-000425,CUST-000425,2025-04-17 15:34:02.324486,6582.84,106005.18,0.19,1074.6,516.13,1,3,2,1,150,58,8.46,Retired,Other,Rent,Joint,0
APP-000426,CUST-000426,2025-01-20 15:34:02.324513,11342.35,30168.67,0.59,1444.72,670.37,6,4,0,0,101,19,3.16,Retired,Education,Other,Joint,1
APP-000427,CUST-000427,2024-06-14 15:34:02.324532,18675.71,107594.41,0.45,2095.99,466.46,2,1,0,0,28,13,11.35,Self-employed,Debt consolidation,Mortgage,Joint,0
APP-000428,CUST-000428,2024-05-28 15:34:02.324552,12847.23,129471.66,0.53,2785.2,347.35,7,1,3,1,5,19,4.99,Self-employed,Education,Other,Joint,1
APP-000429,CUST-000429,2024-09-07 15:34:02.324571,29676.09,46173.99,0.38,4202.42,328.01,0,0,3,1,217,43,11.84,Unemployed,Debt consolidation,Other,Joint,1
APP-000430,CUST-000430,2024-06-27 15:34:02.324585,36506.1,141586.52,0.55,4364.64,427.55,0,4,0,1,147,32,9.64,Unemployed,Education,Other,Individual,1
APP-000431,CUST-000431,2024-05-30 15:34:02.324605,17991.44,110676.88,0.11,1582.45,405.71,5,3,1,2,56,49,13.91,Unemployed,Other,Other,Individual,1
APP-000432,CUST-000432,2024-04-26 15:34:02.324621,20128.19,74191.94,0.57,3332.0,498.14,7,1,1,1,176,59,4.03,Retired,Home improvement,Mortgage,Individual,1
APP-000433,CUST-000433,2024-08-17 15:34:02.324640,5944.28,74077.97,0.6,1657.53,415.19,0,0,2,1,91,55,4.9,Employed,Debt consolidation,Rent,Joint,1
APP-000434,CUST-000434,2024-12-30 15:34:02.324659,6913.71,49132.43,0.23,1833.56,495.38,0,4,2,0,218,56,13.48,Employed,Debt consolidation,Other,Joint,0
APP-000435,CUST-000435,2025-02-28 15:34:02.324677,48758.33,121614.81,0.4,4320.26,356.03,8,0,0,0,161,19,13.45,Unemployed,Home improvement,Rent,Joint,0
APP-000436,CUST-000436,2024-08-13 15:34:02.324737,36895.04,32908.25,0.42,1806.12,375.77,3,3,3,0,62,42,7.1,Self-employed,Debt consolidation,Rent,Joint,1
APP-000437,CUST-000437,2024-09-25 15:34:02.324756,18671.53,106449.38,0.18,3816.83,531.95,3,1,3,1,235,38,13.78,Unemployed,Debt consolidation,Other,Individual,1
APP-000438,CUST-000438,2024-08-04 15:34:02.324774,47238.5,31021.17,0.26,4913.34,390.38,0,3,0,2,236,53,4.81,Employed,Other,Rent,Joint,1
APP-000439,CUST-000439,2024-05-12 15:34:02.324795,35338.73,133561.03,0.46,1705.74,489.29,4,4,1,2,103,40,10.73,Retired,Business,Other,Individual,1
APP-000440,CUST-000440,2025-03-13 15:34:02.324818,2811.54,63484.08,0.46,3752.25,369.3,8,2,1,0,130,47,6.75,Unemployed,Home improvement,Own,Individual,0
APP-000441,CUST-000441,2024-07-23 15:34:02.324840,30032.68,51374.17,0.49,3687.24,842.83,1,5,0,1,66,52,9.09,Employed,Debt consolidation,Own,Joint,1
APP-000442,CUST-000442,2025-04-23 15:34:02.324856,23204.21,147783.57,0.5,4947.2,611.08,10,5,1,1,76,30,11.0,Self-employed,Education,Mortgage,Individual,1
APP-000443,CUST-000443,2024-07-01 15:34:02.324870,10435.21,121211.44,0.33,903.46,534.13,6,0,0,0,108,20,8.72,Retired,Debt consolidation,Rent,Joint,0
APP-000444,CUST-000444,2024-08-03 15:34:02.324882,39162.41,133361.92,0.39,3255.01,848.08,7,5,3,0,36,44,4.53,Retired,Home improvement,Own,Individual,1
APP-000445,CUST-000445,2025-04-09 15:34:02.324895,37578.32,142729.04,0.28,4768.74,630.88,6,0,0,1,146,30,3.48,Self-employed,Debt consolidation,Rent,Joint,0
APP-000446,CUST-000446,2024-11-21 15:34:02.324907,15405.08,23637.11,0.17,3962.2,531.97,4,2,1,0,209,59,8.87,Employed,Other,Rent,Individual,0
APP-000447,CUST-000447,2024-09-24 15:34:02.324919,24577.65,60261.24,0.33,1821.55,507.52,9,1,1,2,162,41,12.14,Retired,Home improvement,Rent,Individual,1
APP-000448,CUST-000448,2024-05-20 15:34:02.324931,31555.88,70340.57,0.55,1827.19,325.2,10,3,2,2,22,22,11.49,Unemployed,Other,Own,Individual,1
APP-000449,CUST-000449,2024-06-13 15:34:02.324944,27549.88,118489.97,0.58,2704.42,712.81,8,0,0,2,239,46,5.16,Employed,Business,Mortgage,Individual,0
APP-000450,CUST-000450,2024-07-03 15:34:02.324956,22767.24,124899.73,0.4,2128.63,324.74,0,2,3,0,106,13,13.32,Unemployed,Education,Rent,Individual,1
APP-000451,CUST-000451,2025-03-06 15:34:02.324968,27547.18,57095.72,0.19,3887.86,384.83,6,5,1,0,157,32,5.18,Employed,Business,Other,Individual,1
APP-000452,CUST-000452,2024-09-26 15:34:02.324981,44757.54,53531.46,0.57,4517.61,328.53,3,4,1,1,130,60,9.05,Employed,Business,Own,Joint,1
APP-000453,CUST-000453,2024-09-29 15:34:02.324993,4207.45,23757.84,0.42,4585.93,310.24,8,4,0,0,195,47,10.82,Self-employed,Business,Other,Joint,1
APP-000454,CUST-000454,2024-06-04 15:34:02.325005,25521.19,121774.61,0.17,2794.11,392.5,3,4,3,2,115,14,3.01,Retired,Other,Rent,Individual,1
APP-000455,CUST-000455,2024-08-22 15:34:02.325018,14391.84,52615.56,0.44,4996.36,763.34,3,4,2,0,41,59,9.41,Employed,Business,Own,Joint,1
APP-000456,CUST-000456,2025-02-13 15:34:02.325037,36528.62,149846.76,0.54,1212.08,577.65,5,5,2,2,66,60,11.49,Unemployed,Home improvement,Rent,Joint,1
APP-000457,CUST-000457,2024-06-23 15:34:02.325051,17094.4,138822.37,0.17,4626.84,634.83,0,0,1,1,142,56,11.44,Retired,Other,Own,Individual,1
APP-000458,CUST-000458,2024-05-17 15:34:02.325068,22813.66,36044.03,0.59,2006.61,630.72,6,1,0,0,118,35,14.23,Retired,Debt consolidation,Mortgage,Individual,0
APP-000459,CUST-000459,2024-05-12 15:34:02.325081,46148.54,66516.73,0.14,3144.53,466.75,3,1,3,1,9,29,8.91,Self-employed,Debt consolidation,Mortgage,Joint,1
APP-000460,CUST-000460,2024-12-04 15:34:02.325093,28886.01,84221.47,0.38,3367.22,611.14,10,4,1,0,150,20,11.95,Self-employed,Business,Mortgage,Joint,1
APP-000461,CUST-000461,2024-05-13 15:34:02.325105,2132.76,146075.4,0.44,3149.39,674.37,7,0,3,2,172,53,3.62,Unemployed,Education,Other,Joint,1
APP-000462,CUST-000462,2024-08-03 15:34:02.325118,23862.75,66991.34,0.48,4442.25,423.5,4,3,3,1,1,37,5.34,Employed,Other,Own,Individual,1
APP-000463,CUST-000463,2024-09-21 15:34:02.325130,47931.01,139209.38,0.2,1780.28,334.56,10,0,0,1,110,13,10.11,Unemployed,Business,Mortgage,Individual,1
APP-000464,CUST-000464,2024-11-02 15:34:02.325142,41793.36,126812.39,0.36,1336.37,340.1,9,4,3,0,160,40,9.95,Employed,Debt consolidation,Own,Joint,1
APP-000465,CUST-000465,2024-05-05 15:34:02.325154,4186.38,36579.65,0.56,2321.21,465.81,10,3,0,0,173,15,9.71,Unemployed,Education,Other,Individual,1
APP-000466,CUST-000466,2024-09-27 15:34:02.325166,12422.49,97944.86,0.43,250.91,511.16,6,4,0,1,166,55,12.4,Retired,Other,Rent,Individual,1
APP-000467,CUST-000467,2025-04-19 15:34:02.325178,30163.58,28780.78,0.49,1129.35,615.27,10,4,2,1,107,42,11.7,Retired,Home improvement,Mortgage,Individual,1
APP-000468,CUST-000468,2025-03-26 15:34:02.325190,7256.36,95987.9,0.36,3328.18,496.76,9,4,1,0,120,31,10.24,Unemployed,Business,Own,Individual,1
APP-000469,CUST-000469,2024-08-09 15:34:02.325202,41140.01,92728.49,0.13,1850.32,837.08,10,1,0,1,48,54,8.71,Retired,Other,Rent,Joint,0
APP-000470,CUST-000470,2024-09-23 15:34:02.325214,17102.33,33630.23,0.54,4570.61,572.76,0,5,1,2,58,41,10.49,Self-employed,Education,Rent,Joint,1
APP-000471,CUST-000471,2025-01-21 15:34:02.325228,41478.13,20874.3,0.1,1917.86,605.08,2,2,3,0,161,49,13.95,Unemployed,Debt consolidation,Own,Individual,1
APP-000472,CUST-000472,2025-01-26 15:34:02.325240,11728.31,54059.85,0.19,4268.16,435.28,3,0,1,1,233,18,3.25,Self-employed,Education,Own,Joint,0
